,Solubility (M/L),SMILES
1046,-6.86,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
1047,-1.44,CSSC
1048,-0.96,NC(=O)c1ccccc1
1049,-3.19,Clc1ccccc1Br
1050,-0.742,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O
1051,-1.47,CCCCC(O)CC
1052,-4.5539999999999985,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 
1053,-1.34,Oc1cc(Cl)cc(Cl)c1
1054,-5.85,Cc1cccc2c1ccc3ccccc32
1055,-2.11,CCCCC(CC)CO
1056,-4.2860000000000005,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl
1058,-3.76,Clc1cccc(n1)C(Cl)(Cl)Cl
1059,-3.18,C1CCC=CCC1
1060,-3.9,CN(C)C(=S)SSC(=S)N(C)C 
1061,-3.2460000000000004,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O
1063,-4.23,CCC(C)(C)CC
1064,1.144,CNC(=O)C(C)SCCSP(=O)(OC)(OC)
1065,-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
1067,-4.9,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O 
1068,-2.57,CCCC
1069,-1.96,COc1ccccc1O
1070,-4.099,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14
1071,-2.6,ClC(Cl)C(Cl)(Cl)Cl
1072,-2.35,CCOC(=O)c1ccccc1C(=O)OCC
1075,-2.34,ICI
1077,-1.89,CCCCCOC(=O)C
1078,-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
1080,-2.74,FC(F)(Cl)C(F)(F)Cl
1082,0.94,CN(C)C(=O)N(C)C 
1083,-4.59,Cc1cc(C)c(C)cc1C
1085,-3.35,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O
1086,-3.59,c1ccccc1NC(=O)c2c(O)cccc2
1087,-3.39,CCN(CC)C(=S)SCC(Cl)=C
1088,-1.06,ClCC
1089,-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
1090,-3.46,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3
1091,-2.54,CC/C=C\C
1092,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C 
1093,-2.982,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2
1094,-4.24,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1
1095,-3.62,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3
1096,-3.12,O=C(c1ccccc1)c2ccccc2
1097,-8.172,CCCCCCCCCCCCCCCCCCCC
1098,-2.92,N(Nc1ccccc1)c2ccccc2 
1099,-1.17,CCC(CC)CO
1101,-1.3,Cl\C=C/Cl
1103,-0.8,CC(C)CC(C)O
1104,-3.928,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 
1106,-3.61,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
1107,-2.461,Cc1cc(no1)C(=O)NNCc2ccccc2
1108,-1.08,CC=C
1109,-3.953,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O
1110,-4.632,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 
1111,-5.19,O=C1c2ccccc2C(=O)c3ccccc13
1112,-2.09,CCCCCCC(C)O
1113,-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
1115,-0.4,O=C1NC(=O)C(=O)N1 
1116,-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
1117,-3.451,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
1118,-1.21,CC(C)COC(=O)C
1119,-4.36,CC(C)C(C)(C)C
1120,-7.66,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl 
1122,-2.44,Cc1cccc(c1)N(=O)=O
1123,-1.71,FC(F)(F)C(Cl)Br 
1124,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C
1125,-3.091,CCSCCSP(=S)(OC)OC
1126,-3.18,CCC(C)C
1127,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
